Pais,Fecha,Emisiones_CO2,Ratio_Dependencia,Comercio_PIB,Crecimiento_PIB,Coef_Inverso_Variacion,Indice_HHI,Ahorro_Neto_Ajustado,Deuda_Gobierno,Polucion_Aire,Intensidad_CO2,Consumo_Energia_Renovable,Intensidad_Energetica,Agua_Dulce_Renovable,Renta_Recursos_Naturales,Productividad_Agua,Acceso_Electricidad,Consumo_Agua_Potable,Empleo,Indice_Gini,Tasa_Mortalidad,Esperanza_Vida,Finalizacion_Primaria,Servicios_Saneamiento,Paridad_Genero_Educacion,Participacion_Laboral,Escolaridad,Indice_Crecimiento_Verde,Habilidades_Estudiantes,Logros_Educativos,Viviendas_Sin_Servicios,Gastos_Vivienda,Ajuste_Neto_Nacional,Desempleo_Largo_Plazo,Personal_earning,Calidad_Red_Apoyo,Compromiso_Partes_Interesadas,Tasa_Homicidios,Tiempo_Ocio_Cuidado_Personal
Rusia,2021,1957.93,26.63,50.2,0.06,0.65,453.77,6.37,20.87,91.61,1.3,3.5,8.46,29789.96,18.51,23.18,100,96.97,59.32,35.1,4.1,69.9,99.79,89.18,0.98,15.06,12.41,4.36,478,92.18,14.8,17.4,7318.72,18.84,22101,90.89,0.8,6.8,18.4
Rusia,2022,2025.14,26.71,43.26,-0.02,0.38,0,6.37,19.51,91.61,1.38,3.5,8.46,29789.96,18.51,23.18,100,97.05,59.84,35.1,3.8,72.55,99.65,89.42,0.98,14.62,12.41,4.04,478,92,14.8,17.4,7318.72,18.84,22101,90.89,0.8,6.8,18.4
Rusia,2023,2069.5,26.59,41.83,0.04,0.43,0,6.37,19.51,91.61,1.36,3.5,8.46,29789.96,18.51,23.18,100,97.14,60.78,35.1,3.8,71.22,99.66,89.66,0.98,14.3,12.41,4.09,478,92.7,14.8,17.4,7318.72,18.84,22101,90.89,0.8,6.8,18.4
Rusia,2024,2069.5,26.59,41.83,0.04,0.43,0,6.37,19.51,91.61,1.36,3.5,8.46,29789.96,18.51,23.18,100,97.22,61.72,35.1,3.8,71.88,99.66,89.9,0.98,14.3,12.41,4.55,478,92.7,14.8,17.4,7318.72,18.84,22101,90.89,0.8,6.8,18.4
Finlandia,2008,59.82,25.24,86.19,0,1.73,416.91,15.19,34.7,0.72,0.24,34.6,5.71,20137.77,0.39,43.14,100,100,57.56,27.8,2.7,79.57,99.64,99.45,1.02,8.34,12.33,3.87,563,68.79,0.58,23.73,37845.51,18.17,48809,94.33,2.3,2.5,15.2
Finlandia,2009,57.08,25.08,70.13,-0.09,0.1,399.12,9.66,44.1,0.73,0.25,32.5,5.86,20041.69,0.33,42.86,100,100,55.5,27.5,2.6,79.72,99.64,99.45,1.02,7.24,12.37,3.79,563,69.63,0.58,25.45,34562.88,16.63,49229,93.85,2.3,2.25,15.2
Finlandia,2010,65.84,25.02,75.46,0.03,0.11,427.75,10.22,50.1,0.73,0.28,33.4,6.22,19950.21,0.5,48.1,100,100,54.9,27.7,2.5,79.87,99.64,99.45,1.02,7.9,12.42,3.79,560,70.45,0.58,25.67,35577.42,23.6,49911,93.37,2.3,2.2,15.2
Finlandia,2011,58.22,25.1,78.72,0.02,0.05,442.53,9.61,52,0.74,0.24,35.1,5.83,19857.94,0.53,53.98,100,100,55.26,27.6,2.3,80.47,99.64,99.45,1.02,8.37,12.46,3.8,557,71.2,0.65,25.31,35764.61,22.64,49925,93.34,2.3,2.04,15.2
Finlandia,2012,52.32,25.25,79.43,-0.02,-0.25,422.32,8.28,57.9,0.74,0.22,38.7,5.71,19763.68,0.58,58.82,100,100,55.14,27.1,2.2,80.63,99.64,99.45,1.02,7.64,12.49,3.8,554,71.95,0.27,25.86,34726.3,21.68,49965,91.86,2.3,1.64,15.2
Finlandia,2013,53.33,25.46,77.49,-0.01,-0.33,431.1,7.08,60.8,0,0.23,38.5,5.67,19672.84,0.5,65.18,100,100,54.3,27.2,2.2,80.98,99.64,99.45,1.05,7.27,12.55,3.76,551,72.81,0.28,26.55,34336.05,21.19,49465,93.04,2.3,1.64,15.2
Finlandia,2014,49.44,25.66,74.63,-0.01,0.03,452.51,7.45,64.8,0,0.21,41.2,5.81,19591.64,0.48,73.64,100,100,53.8,26.8,2.1,81.18,99.63,99.45,1.06,7.05,12.6,3.78,548,73.57,0.77,27.19,34525.9,23.08,49449,94.81,2.3,1.61,15.2
Finlandia,2015,45.97,25.79,71.96,0,-0.29,489.81,7.59,68.8,0,0.2,43.2,5.5,19527.22,0.45,85.54,100,100,53.43,27.1,2,81.48,99.63,99.45,1.06,6.87,12.63,3.77,545,74.02,0.76,27.9,35093.91,25.08,49836,94.21,2.33,1.5,15.2
Finlandia,2016,48.8,25.84,71.72,0.02,-0.23,484.73,8.05,68.6,0,0.2,42.4,5.54,19471.17,0.41,104,100,100,53.44,27.1,2,81.43,99.63,99.45,1.06,7.29,12.69,3.78,540.33,77.61,0.58,28.29,35838.55,26.57,50274,94.86,2.33,1.35,14.06
Finlandia,2017,46.07,25.85,75.94,0.03,0.32,466.39,9.83,66.6,0,0.19,44.4,5.34,19425.53,0.45,107.44,100,100,53.77,27.4,1.9,81.63,99.63,99.45,1.06,7.43,12.74,3.81,535.67,75.52,1.02,28.55,36745.14,24.86,49985,96.04,2.33,1.22,14.06
Finlandia,2018,47.43,25.79,79.14,0.01,0.71,487.03,9.83,65.4,0,0.19,44.2,5.37,19399.79,0.56,89.31,100,100,55.05,27.3,1.9,81.73,99.64,99.45,1.06,7.39,12.81,3.82,531,80.34,0.38,28.59,37310.1,22.76,50354,95.93,2.44,1.56,14.06
Finlandia,2019,44.14,25.58,80.56,0.01,1.37,491,9.89,65.3,0,0.17,45.4,5.19,19378.42,0.37,84.48,100,100,55.38,27.7,1.9,81.98,99.64,99.45,1.05,7.15,12.87,3.85,528,77.45,0.46,28.83,37563.83,18.49,50873,93.35,2.44,1.47,14.06
Finlandia,2020,39.46,25.32,72.18,-0.03,0.46,460.61,10.69,75.4,0,0.16,47.3,5.07,19350.6,0.29,82.37,100,100,54.41,27.1,1.9,81.93,99.65,99.45,1.06,7.49,12.93,3.82,525,82.54,1.02,30.53,37094.33,15.9,51092,95.92,2.44,1.65,14.06
Finlandia,2021,39.44,25.06,79.79,0.03,0.47,457.14,11.22,73.2,0,0.16,50.2,5.15,19310.53,0.45,84.63,100,100,55.81,27.7,1.9,81.89,99.66,99.45,1.06,7.82,12.9,4.7,522,80.73,0.82,30.07,38439.72,24.16,52785.32,97.03,2.44,1.65,14.06
Finlandia,2022,36.15,24.73,94.13,0.01,0.35,476.82,11.22,74,0,0.14,50.2,4.82,19310.53,0.45,84.63,100,100,57.02,27.4,1.9,81.19,99.66,99.45,1.06,6.42,12.92,4.47,514,81.34,0.03,29.69,38439.72,23.12,51835.87,97.25,2.44,1.65,14.06
Finlandia,2023,32.27,24.29,85.33,-0.02,0.06,476.82,11.22,77.1,0,0.13,50.2,4.82,19310.53,0.45,84.63,100,100,56.74,27.4,1.9,80.49,99.66,99.45,1.06,5.67,12.91,4.48,514,81.34,0.03,29.69,38439.72,23.12,51835.87,97.25,2.44,1.65,14.06
Finlandia,2024,32.27,24.29,85.33,-0.02,0.06,476.82,11.22,77.1,0,0.13,50.2,4.82,19310.53,0.45,84.63,100,100,56.45,27.4,1.9,79.79,99.67,99.45,1.06,5.67,12.91,4.71,514,81.34,0.03,29.69,38439.72,23.12,51835.87,97.25,2.44,1.65,14.06
Francia,2008,383,28.4,59.18,0,1.45,531.57,10.63,65.45,99.6,0.16,10.5,4.02,3106.79,0.05,81.44,100,100,51.93,33,3.2,81.21,99.38,98.66,1,11.29,10.65,3.39,495,60.35,1.26,24.46,30480.58,37.37,47429,93.31,1.59,1.65,15.77
Francia,2009,370.38,28.55,52.2,-0.03,0.14,512.38,7.75,77.97,99.54,0.16,11.2,3.95,3090.88,0.05,79.67,100,100,51.19,32.7,3.1,81.41,99.39,98.66,1,10.98,10.63,3.33,495,60.42,1.26,25.26,29454.22,35.1,48938,91,1.59,1.32,15.77
Francia,2010,377.76,28.65,56.59,0.01,0.17,512.33,7.93,80.27,99.51,0.16,11.9,4,3075.68,0.05,80.95,100,100,51.03,33.7,3.1,81.66,99.4,98.66,1,10.75,10.78,3.34,496,61.9,1.26,25.47,29786.66,40.06,49926,93.86,1.59,1.27,15.77
Francia,2011,364.31,28.79,60.61,0.02,0.16,505.12,8.72,82.14,99.48,0.15,10.6,3.84,3060.87,0.05,78.61,100,100,50.86,33.3,3.1,82.11,99.41,98.65,1,10.52,10.85,3.35,497,62.77,1.5,25.42,30188.68,41.16,49836,91.86,1.59,1.36,15.77
Francia,2012,366.14,28.97,61.66,0,-0.03,468.24,7.92,90.3,99.7,0.15,12.3,3.83,3046.1,0.05,84.6,100,100,50.73,33.1,3.1,81.97,99.43,98.65,1,10.53,10.94,3.34,498,63.75,1.62,26.13,29897.58,40.33,50159,93.45,1.59,1.24,15.77
Francia,2013,360.99,28.99,61.82,0,0.01,475.6,7.77,90.83,98.61,0.15,13.4,3.82,3030.4,0.05,88.11,100,100,50.84,32.5,3.1,82.22,99.44,98.65,1.01,10.37,11.08,3.35,498.33,66.34,1.66,26.6,30056.68,40.48,50581,90.64,1.59,1.23,15.77
Francia,2014,328.09,29,62.2,0.01,0.85,490.59,7.94,97.37,97.41,0.14,13.2,3.63,3016.04,0.05,88.53,100,100,50.34,32.3,3.1,82.72,99.45,98.65,1.01,9.95,11.23,3.36,498.67,68.53,1.24,26.5,30294.79,42.65,50929,87.29,1.59,1.25,15.77
Francia,2015,332.97,29,63.5,0.01,0.76,491.33,8.79,97.85,87.85,0.14,13.3,3.65,3005.34,0.04,86.87,100,100,50.26,32.7,3.2,82.32,99.46,98.65,1,9.77,11.33,3.39,499,69.44,1.41,26.47,30908.69,42.81,51415,89.36,1.91,1.59,15.77
Francia,2016,335.77,28.87,63.34,0.01,0.89,494.37,8.44,102.37,90.41,0.14,14.2,3.54,2997.42,0.04,93.19,100,100,50.31,31.9,3.3,82.57,99.48,98.65,1,9.57,11.35,3.39,497.67,69.67,1.28,26.42,31211.01,44.39,52010,88.49,1.91,1.22,15.77
Francia,2017,339.35,28.74,65.4,0.02,1.31,445.53,9.06,102.46,78.28,0.13,14.1,3.46,2988.73,0.04,93.33,100,100,50.4,31.6,3.3,82.58,99.49,98.65,1,9.7,11.41,3.43,496.33,70.08,1.51,26.17,31701.15,44.03,52732,93.06,1.91,1.11,15.77
Francia,2018,328.63,28.6,66.8,0.01,1.8,466.04,9.26,101.96,78.21,0.13,15.2,3.37,2978.04,0.04,94.95,100,100,50.61,32.4,3.3,82.68,99.5,98.65,1,9.39,11.51,3.45,495,71.15,0.8,26.13,31976.82,40.41,52664,91.38,1.91,1.08,15.77
Francia,2019,322.75,28.41,66.43,0.02,2.21,458.14,9.54,105.2,78.21,0.12,15.5,3.26,2968.15,0.03,99.5,100,100,50.62,31.2,3.3,82.83,99.52,98.65,1,9.05,11.61,3.66,494.33,72.19,1.32,26.24,32402.7,38.83,53172,94.88,1.91,1.17,15.77
Francia,2020,287.32,28.21,58.84,-0.08,-0.12,463.44,5.93,123.15,78.21,0.12,16.8,3.18,2958.53,0.03,97.84,100,100,50.17,30.7,3.3,82.18,99.53,98.65,1,8.83,11.69,3.57,493.67,73.36,1.42,28.22,29152.83,36.75,50550,94.38,1.91,1.07,15.77
Francia,2021,319.42,27.95,63.79,0.07,0.14,461.79,9.21,116.61,78.21,0.12,16.2,3.23,2947.99,0.03,104.58,100,100,51.54,31.5,3.3,82.32,99.55,98.65,1,8.26,11.65,4.41,493,76.74,0.76,27.62,31681.75,29.59,52542.19,91.43,1.91,1.14,15.77
Francia,2022,310.46,27.65,75.79,0.02,0.15,482.23,9.21,98.05,78.21,0.12,16.2,2.83,2947.99,0.03,104.58,100,100,52.12,29.7,3.3,82.23,99.56,98.65,1,8.31,11.67,4.32,484,74.41,2.07,26.23,31681.75,27.48,52763.59,91.43,1.91,1.14,15.77
Francia,2023,282.43,27.31,70.56,0.01,0.13,482.23,9.21,98.05,78.21,0.11,16.2,2.83,2947.99,0.03,104.58,100,100,52.19,29.7,3.3,82.23,99.57,98.65,1,7.97,11.66,3.81,484,78.04,2.07,26.23,31681.75,27.48,52763.59,91.43,1.91,1.14,15.77
Francia,2024,282.43,27.31,70.56,0.01,0.13,482.23,9.21,98.05,78.21,0.11,16.2,2.83,2947.99,0.03,104.58,100,100,52.26,29.7,3.3,82.23,99.58,98.64,1,7.97,11.66,4,484,78.04,2.07,26.23,31681.75,27.48,52763.59,91.43,1.91,1.14,15.77
Grecia,2008,101.83,21.96,57.11,0,1.13,432.34,-3.03,128.89,100,0.38,8.3,3.08,5235.68,0.35,27.33,100,99.88,48.44,33.6,3.4,79.94,99.14,98.38,0.97,22.14,10.11,3.95,473,52.67,1.04,18.58,19551.5,47.09,35476,79.01,2.08,1.3,18.12
Grecia,2009,96.21,22.01,46.38,-0.04,0.29,409.49,-8.05,145.95,100,0.38,9.2,3.12,5221.92,0.12,25.99,100,99.9,47.83,33.6,3.4,80.19,99.15,98.48,0.97,20.87,10.16,3.88,473,53.16,1.04,19.67,18752.15,40.35,37151,79.01,2.08,1.37,18.12
Grecia,2010,89.09,22.1,50.92,-0.06,-0.04,424.75,-7.52,136.93,100,0.37,11.4,3.1,5215.2,0.27,24.32,100,99.92,46.26,34.1,3.3,80.39,99.15,98.57,0.97,19.89,10.21,3.12,472,53.66,1.04,20.95,17254.28,44.6,35454,86.11,2.08,1.6,18.12
Grecia,2011,86.14,22.25,56.29,-0.1,-0.67,419.5,-11.35,116.12,100,0.4,11.4,3.34,5222.92,0.36,21.74,100,99.94,42.84,34.8,3.4,80.73,99.14,98.65,0.98,18.73,10.31,3.09,471,54.7,0,22.54,15147.07,49.33,33205,84.89,2.08,1.67,18.12
Grecia,2012,81.55,22.42,62.39,-0.08,-1.54,439.96,-8.3,170.28,100,0.41,14.2,3.57,5251.24,0.23,19.93,100,99.96,39.11,36.3,3.4,80.63,99.15,98.74,0.98,17.62,10.4,3.04,470,55.6,6.33,24.11,14622.36,59.09,31272,80.96,2.08,1.51,18.12
Grecia,2013,73.87,22.54,62.95,-0.02,-1.86,455.32,-5.6,187.61,100,0.38,16.6,3.22,5289.46,0.16,19.49,100,99.98,37.4,36.1,3.5,81.29,99.15,98.83,0.97,17.45,10.5,3.05,469,56.83,8.36,23.17,14288.45,67.1,29229,68.15,2.08,1.4,18.12
Grecia,2014,71,22.54,66.43,0.01,-1.02,449.61,-4.5,190.57,100,0.36,16.4,3.17,5324.81,0.12,19.67,100,100,37.77,35.8,3.5,81.39,99.18,98.91,0.96,16.09,10.6,3.08,468,56.27,10.81,22.13,14773.35,73.5,29108,83.19,2.08,0.98,18.12
Grecia,2015,69.45,22.48,65.27,0,-0.68,390.92,-4.23,190.27,100,0.36,17.5,3.19,5360.01,0.07,19.64,100,100,38.73,36,3.6,81.04,99.2,98.98,0.96,15,10.74,3.11,467,57.93,8.32,21.57,15044.37,73.11,29394,83.39,2.22,0.86,18.12
Grecia,2016,68.16,22.5,63.66,0,-0.38,372.24,-3.67,194.69,100,0.35,16.4,3.13,5382.35,0.09,19.19,100,100,39.52,35,3.6,81.39,99.21,98.98,0.97,14.77,10.25,3.11,463,54.64,9.05,21.74,15076.09,72.05,28720,80.2,2.22,0.78,18.12
Grecia,2017,68.38,22.56,70.88,0.02,0.37,354.68,-4.47,198.42,100,0.35,16.4,3.15,5393,0.11,19.48,100,100,40.56,34.4,3.6,81.29,99.22,98.98,0.97,15.05,10.54,3.13,459,59.97,8.1,20.7,15327.12,72.84,28903,75.29,2.22,0.8,18.12
Grecia,2018,66.58,22.54,79.24,0.02,1.52,336.45,-3.86,207.63,100,0.33,17.9,3.01,5403.95,0.11,19.9,100,100,41.58,32.9,3.5,81.79,99.23,98.99,0.98,15.5,10.83,3.18,455,60.84,7.68,19.65,15456.86,70.46,27569,78.95,2.47,0.93,18.12
Grecia,2019,61.62,22.49,80.59,0.02,1.47,335.13,-2.75,210.35,100,0.3,18.5,2.91,5409.65,0.07,20.37,100,100,42.66,33.1,3.5,81.64,99.24,98.99,0.98,15.33,11.12,3.42,454,63.74,6.6,19.16,15891.9,70.2,27615,88.69,2.47,0.74,18.12
Grecia,2020,52.37,22.34,70.29,-0.09,-0.09,344.18,-7.05,249.41,100,0.28,20.1,2.85,5421.27,0.04,18.48,100,100,42.46,33.6,3.4,81.29,99.26,98.99,0.98,15.29,11.41,3.33,453,65.27,2.81,22.87,14316.79,66.65,27747,77.82,2.47,0.74,18.12
Grecia,2021,54.2,22.21,88.01,0.1,0.22,337.72,-2.16,233.54,100,0.27,21.5,2.71,5487.64,0.09,19.88,100,100,43.33,32.9,3.4,80.08,99.27,99,0.98,14.74,11.26,4.18,452,67.12,3.81,20.88,15712.54,62.91,27659.57,84.95,2.47,0.85,18.12
Grecia,2022,54.93,22.01,107.68,0.07,0.35,394.59,-2.16,202.08,100,0.26,21.5,2.58,5487.64,0.09,19.88,100,100,45.75,31.6,3.3,80.64,99.28,99,0.98,15.46,11.34,4.19,450,68.63,5.42,19.16,15712.54,63.13,25978.98,87.26,2.47,0.85,18.12
Grecia,2023,51.67,21.59,92.16,0.03,0.36,394.59,-2.16,202.08,100,0.23,21.5,2.58,5487.64,0.09,19.88,100,100,46.4,31.6,3.3,81.19,99.29,99,0.98,14.91,11.3,4.47,450,68.63,5.42,19.16,15712.54,63.13,25978.98,87.26,2.47,0.85,18.12
Grecia,2024,51.67,21.59,92.16,0.03,0.36,394.59,-2.16,202.08,100,0.23,21.5,2.58,5487.64,0.09,19.88,100,100,47.05,31.6,3.3,81.74,99.3,99.01,0.98,14.91,11.32,4.66,450,68.63,5.42,19.16,15712.54,63.13,25978.98,87.26,2.47,0.85,18.12
Hungria,2008,57.83,21.73,158.33,0.01,1.44,827.13,5.03,72.65,100,0.48,9,4.29,597.72,0.66,22.05,100,99.97,46.01,27.5,5.5,73.7,99.07,98.02,0.99,11.85,11.57,3.32,504,74.54,0.03,20.17,9263.47,47.33,25128,89.69,1.28,1.81,17.28
Hungria,2009,51.69,21.56,145,-0.06,0.17,851.23,5.23,81.11,100,0.46,12.3,4.36,598.64,0.47,17.64,100,99.97,44.86,27,5.3,73.9,99.07,98.01,0.99,12.21,11.81,3.29,504,74.54,0.03,22,8712.81,42.44,23692,89.69,1.28,1.39,17.28
Hungria,2010,52.34,21.37,157.46,0.01,0.03,803.33,5.88,81.28,100,0.46,13.5,4.48,600,0.5,21.06,100,99.97,44.72,29.4,5.1,74.21,99.07,98.01,0.99,11.43,11.88,3.31,503.67,75.69,0.03,23.67,8785.7,50.27,24005,89.69,1.28,1.38,17.28
Hungria,2011,51.43,21.19,166.43,0.02,-0.08,832.85,6,90.56,100,0.45,14.7,4.3,601.7,0.68,22.05,100,99.97,45.09,29.2,5,74.86,99.07,98,0.99,11.52,11.92,3.33,503.33,76.66,0.03,23.08,8846.83,48.8,24316,89.16,1.28,1.46,17.28
Hungria,2012,47.64,21.12,165.65,-0.01,-0.15,841.14,5.36,94.15,100,0.42,16.5,4.15,604.82,0.62,22.52,100,99.97,45.98,30.8,4.8,75.06,99.07,98,0.99,11.54,11.84,3.32,503,77.63,0.05,22.6,8734.67,46.55,23506,88.62,1.28,1.25,17.28
Hungria,2013,44.79,21.17,164.35,0.02,-0.09,852.13,9.46,94.73,100,0.39,17.2,3.94,606.48,0.51,22.06,100,99.97,46.87,31.5,4.7,75.57,99.07,98,1,12.32,12.01,3.34,500,78.49,0.04,21.47,9162.15,49.8,23266,88.79,1.28,1.56,17.28
Hungria,2014,44.82,21.32,168.39,0.05,0.99,932.75,10.86,98.67,100,0.37,15.7,3.77,608.12,0.4,30.77,100,99.97,49.53,30.9,4.5,75.76,99.07,98,1,13.03,11.77,3.36,497,74.12,0.04,20,9540.56,48.9,22961,90.27,1.28,1.48,17.28
Hungria,2015,47.54,21.48,167.32,0.04,1.16,889.74,12.03,96.4,100,0.38,15.6,3.85,609.57,0.29,31.06,100,99.97,51.03,30.4,4.2,75.57,99.07,98,1,13.4,11.85,3.38,494,75.1,0.02,20.17,9983.02,46.7,23140,87.17,1.28,2.24,17.28
Hungria,2016,48.27,21.64,164.4,0.03,1.2,924.42,12.27,96.78,100,0.38,15.3,3.81,611.37,0.23,32.31,100,99.97,52.85,30.3,4,76.06,99.08,97.99,0.99,13.7,11.89,3.39,488.33,76.06,0.02,20.21,10544.83,47.32,23349,81.19,1.18,2.06,17.28
Hungria,2017,51.16,21.8,165.23,0.05,3.05,857.05,11.61,91.99,100,0.38,14.6,3.81,613,0.28,28.16,100,99.97,53.94,30.6,3.8,75.82,99.08,97.99,1,14.34,11.98,3.42,482.67,77,0.02,20.09,10824.9,41.32,25038,82.23,1.18,1.63,17.28
Hungria,2018,50.91,21.93,163.26,0.05,3.82,912.01,14.01,86.53,100,0.36,13.6,3.61,613.78,0.35,28.58,100,100,54.63,29.6,3.6,76.07,99.09,97.99,0.99,14.31,12.07,3.47,477,78.1,0.02,20.25,11393.58,39.49,26265,89.19,1.18,0.88,17.28
Hungria,2019,50.78,22.1,160.75,0.05,3.75,901.57,14.32,83.37,100,0.34,13.6,3.46,614.05,0.3,33.02,100,100,55.15,30,3.4,76.32,99.1,97.99,0.99,15,12.16,3.71,478.33,78.59,0.01,20.65,12149.23,32.85,27140,86.68,1.18,0.65,17.28
Hungria,2020,49,22.28,155.42,-0.04,0.65,906.71,11.46,95.94,100,0.35,14.8,3.56,615.38,0.2,30.13,100,100,54.48,29.7,3.4,75.57,99.11,97.98,0.99,15.04,12.25,3.62,479.67,80.01,0,22.23,11631.09,27.21,27588,93.51,1.18,0.82,17.28
Hungria,2021,50.25,22.4,159.69,0.08,0.8,849.89,11.53,86.92,100,0.33,15.3,3.48,617.93,0.4,32.25,100,100,57.13,29.2,3.3,74.16,99.13,97.98,0.99,14.59,12.21,4.44,481,81.41,0.02,22.33,12021.41,31.15,28462.42,94.35,1.18,0.77,17.28
Hungria,2022,47.6,22.44,185.27,0.05,0.82,813.31,11.53,75.53,100,0.3,15.3,3.12,617.93,0.4,32.25,100,100,58.16,29.4,3.3,76.02,99.14,97.98,0.99,14.36,12.23,4.37,473,82.64,0.02,22.56,12021.41,34.19,28474.64,93.88,1.18,0.77,17.28
Hungria,2023,43.83,22.39,157.3,0,0.54,813.31,11.53,75.53,100,0.28,15.3,3.12,617.93,0.4,32.25,100,100,58.54,29.4,3.3,75.09,99.15,97.98,0.99,13.95,12.22,4.5,473,82.64,0.02,22.56,12021.41,34.19,28474.64,94.53,1.18,0.77,17.28
Hungria,2024,43.83,22.39,157.3,0,0.54,813.31,11.53,75.53,100,0.28,15.3,3.12,617.93,0.4,32.25,100,100,58.91,29.4,3.3,74.16,99.16,97.97,0.99,13.95,12.22,4.65,473,82.64,0.02,22.56,12021.41,34.19,28474.64,94.53,1.18,0.77,17.28
Irlanda,2008,46.28,29.77,160.04,-0.06,0.29,940.66,6.44,46.63,46.54,0.21,4.2,2.45,10914.25,0.04,298.98,100,96.69,61.47,30.9,3.8,80.1,99.72,90.02,1.02,18.39,11.42,3.4,508,66.59,0.29,22.42,32918.45,26.53,48089,98.13,1.18,1.15,15.8
Irlanda,2009,41.17,30.43,173.59,-0.06,-0.18,943.27,4.1,66.62,47.94,0.2,5.3,2.5,10803.96,0.04,278.68,100,96.62,56.01,32.7,3.6,80.19,99.72,89.95,1.03,16.16,11.5,3.34,508,66.59,0.29,21.97,29680.15,29.08,52639,95.87,1.18,1.18,15.8
Irlanda,2010,40.92,31.23,189.86,0.01,-0.31,1048.2,7.69,82.47,48.64,0.19,5.3,2.46,10745.25,0.11,258,100,96.55,53.5,32.3,3.5,80.74,99.72,89.88,1.02,14.92,11.57,3.35,508,66.59,0.29,22.16,29954.22,49.12,52793,97.29,1.18,1.22,15.8
Irlanda,2011,37.14,31.91,186.03,0.01,-0.36,1091.83,8.75,110.57,49.34,0.17,7,2.22,10698.49,0.1,240.7,100,96.49,52.45,32.9,3.5,80.75,99.73,89.82,1.01,14.23,11,3.31,508,66.37,0.59,22.73,29415.68,59.32,52035,97.28,1.18,0.92,15.8
Irlanda,2012,37.6,32.35,190.06,-0.01,-0.58,991.76,8.34,128.79,56.88,0.17,6.9,2.22,10653.26,0.06,221.54,100,96.42,52.11,33.2,3.4,80.85,99.74,89.75,1.01,13.99,11.07,3.27,508,67.62,1.08,22.99,29107.47,61.74,51578,96.18,1.18,1.14,15.8
Irlanda,2013,36.33,32.55,189.82,0.02,-0.18,922.81,11.28,129.11,29.96,0.16,7.7,2.19,10597.31,0.04,210.41,100,96.35,53.45,33.5,3.3,80.95,99.74,89.68,1.01,13.6,11.15,4.17,512.67,69.24,2.36,23.18,30705.82,60.59,50323,95.39,1.18,1.11,15.8
Irlanda,2014,36.14,32.59,201.65,0.09,0.65,1001.43,13.02,117.76,27.36,0.15,8.8,1.97,10520.12,0.04,214.89,100,96.28,54.43,31.9,3.3,81.35,99.74,89.61,1.01,13.91,11.22,3.43,517.33,72.71,1.86,23.28,32827.1,59.22,50080,96.29,1.18,0.8,15.9
Irlanda,2015,37.65,32.51,216.21,0.23,0.68,1096.33,8.43,85.46,3.61,0.12,9.5,1.65,10421.19,0.02,251.23,100,96.21,55.69,31.8,3.2,81.45,99.74,89.54,1.01,14.22,11.29,3.51,522,73.05,1.49,24.09,34222.83,57.57,50079,95.29,1.5,0.66,15.9
Irlanda,2016,39.52,32.32,229.76,0,0.65,1115.98,7.78,83.49,2.72,0.13,8.6,1.7,10304.22,0.07,239.49,100,96.15,56.97,32.8,3.1,81.65,99.75,89.47,1.01,13.43,11.36,3.52,515.67,73.16,0.4,23.86,35713.91,52.29,50593,95.66,1.5,0.72,15.3
Irlanda,2017,38.29,32.03,225.95,0.09,0.92,1142.89,10.05,73.99,0.27,0.11,10.1,1.51,10192.65,0.11,249.05,100,96.08,57.82,31.4,3,82.16,99.75,89.4,0.99,12.9,11.43,3.59,509.33,70.78,0.85,24.7,36406.04,46.46,51180,94.14,1.5,0.82,15.28
Irlanda,2018,37.17,31.68,216.42,0.06,1.1,1168.49,11.23,73.35,0.27,0.1,10.8,1.41,10067.15,0.13,253.86,100,96.01,58.59,30.6,2.9,82.2,99.76,89.32,1.06,12.51,11.51,3.55,503,74.79,0.39,25.64,37382.56,37.59,51852,93.61,1.42,0.81,15.28
Irlanda,2019,35.42,31.24,249.75,0.04,0.94,1219.03,11.92,68.21,0.27,0.09,12.3,1.33,9930.41,0.07,247.41,100,96,59.25,30.8,2.9,82.7,99.76,89.31,1.04,12.43,11.58,3.6,500.67,75.36,0.76,25.76,38714.41,33.28,52648,94.25,1.42,0.65,15.28
Irlanda,2020,33.5,30.77,250.11,0.06,1.51,1262.87,11.4,70,0.27,0.08,13.7,1.21,9828.74,0.04,264.09,100,96,57.68,29.2,2.8,82.56,99.77,89.29,1.04,12.29,11.66,3.62,498.33,76.98,0.49,29.28,36304.3,24.02,53651,96.03,1.42,0.67,15.28
Irlanda,2021,35.38,30.31,224.42,0.15,1.81,1213.81,12.1,62.17,0.27,0.07,12.7,1.09,9735.43,0.1,299.84,100,96,59.59,30.1,2.8,82.35,99.77,89.27,1.04,11.52,11.62,4.47,496,79.08,0.93,28.19,42426.46,29.94,53209.48,84.88,1.42,0.44,15.28
Irlanda,2022,34.73,29.76,232.13,0.06,1.65,1365.21,12.1,45.4,0.27,0.07,12.7,0.97,9735.43,0.1,299.84,100,95.99,61.73,28.5,2.7,83.06,99.78,89.25,1.04,10.79,11.64,4.34,492,79.52,0.95,27.98,42426.46,31.71,52242.62,84.88,1.42,0.44,15.28
