Country,Year,CO2 Emissions (Mt CO2e),Age dependency ratio(%),Trade (% of GDP),GDP growth (%),Coeficiente inverso de variacion,HIRSCHMAN-HERFINDAHL INDEX (HHI), Adjusted net saving (%),Goverment Debt (%),Air pollution (%),Intensidad de CO2 (kg CO2 per),Renewable energy consumption (%),Energy intensity (MJ),Renewable freshwater (cubic meters),Natural resources rents (%),Water productivity ($ GDP por metro cubico),Acces electricity (%),Using drinking water (%),Employment (%),indice de Gini,Mortaly rate (%),Life expentacy (years),Poverty gap (%),Primary completion (%),Sanitation services (%),"School  enrollment, gender parity index",LABOR FORCE PARTICIPATION  (% POINTS),Years scholling,Indice de crecimiento verde,Students abilities,Educational attainment (%),Dwellings without basic facilities (%),Housing expenditure (%),Adjusted net national ($),Household net wealth (%) ,Unemployed long term (%),Personal earning  ($),Quality of support network (%),Stakeholder engagement,Life satisfaction,"Homicide rate (por cada 100,000)",Time to leisure ande personal care
Colombia,2021,87.9477,30.43157237,40.05914639,0.095929783,0.094611515,1137.712921,1.604655798,80.36665162,,0.26608028,29.7,2.33,41904.21096,5.323964454,11.26870641,100,97.3938173,55.389,55.1,11,72.83,6.6,94.61,93.87267778,,25.86,8.863,3.900157296,413,53.70000076,12.3,15.61174079,5422.970062,4037.903333,16.17993378,22248.49156,78.87310632,0.99,5.7806,27.48436513,17.64
Colombia,2022,91.7605,29.91609483,48.07397786,0.061488247,0.271437587,1137.539929,,70.14018401,,0.258755296,,2.18,,,,100,97.53776039,56.498,54.8,10.6,73.659,5.5,94.33,94.73097844,,25.014,8.863,3.776140974,403,56.08000183,12.3,15.61174079,,,14.01532699,,87.21777195,0.99,5.6304,,17.64
Colombia,2023,100.8627,29.41426286,40.49380015,-0.005110641,0.233719465,,,,,0.282696967,,,,,,100,,57.623,,,,,94.88,,,24.342,,1.323109125,,57.0241394,12.3,15.61174079,,,,,,,5.6951,,
Colombia,2024,,,,,,,,,,,,,,,,100,,,,,,,95.18,,,,,1.461669865,,,12.3,,,,,,,,,,
Costa Rica,2008,7.635,38.56290028,86.40151271,0.033273411,2.230630469,949.6882786,13.99516341,24.01,100,0.170172029,40.7,2.61,25450.12946,1.486549115,,99.3,97.49346611,57.904,48.6,9.5,78.445,2.1,91.16,95.40266518,1.00672996,33.6,8.288,3.059467336,,33.20000076,0.5,15.86458721,8708.043945,323.96,,17725,91.06363305,1.64,,11.3729228,22.15
Costa Rica,2009,7.3266,37.61527719,69.75931773,-0.021893669,0.924985883,1219.869383,15.65620806,26.03,100,0.16473719,40.7,2.66,25112.27744,1.230147594,,99.4,97.79303084,55.753,50.6,9.4,78.672,2.3,91.95,95.66655947,1.008069992,31.952,8.36,3.036913948,,33.49000168,0.5,16.52260848,8563.452574,323.96,,20177,89.7611339,1.64,,11.50526695,22.15
Costa Rica,2010,7.2454,36.66433505,67.51208968,0.040613433,1.019139526,1475.000154,16.12696421,28.09,100,0.154623094,40.4,2.54,24802.66517,1.627167159,,99,98.05413456,54.968,48,9.2,78.67,1.5,91.34,95.92203238,1.007349968,30.814,8.231,3.044774569,,33.59000015,0.5,16.46989803,9079.419981,323.96,,21062,91.08480893,1.64,,11.40137009,22.15
Costa Rica,2011,7.7059,35.77210165,68.63914651,0.031830928,0.930961725,1492.326221,14.28510881,29.51,100,0.157514929,38,2.45,24512.81858,1.263849901,,99.2,98.2983163,54.85,48.8,8.9,79.348,1.6,93.01,96.16903828,1.008419991,28.852,8.351,3.063521066,,34.47000122,0.5,15.90087972,9295.254339,323.96,,22174,88.54167671,1.64,7.251115,10.1283642,22.15
Costa Rica,2012,7.6448,34.99569421,67.0485393,0.036659686,0.929245788,1518.683838,14.81791983,33.74,100,0.148991354,38.1,2.42,24228.47322,1.242577257,21.94324896,99.5,98.56015058,58.472,48.4,8.6,79.283,1.6,93.47,96.40673197,1.010069966,26.306,8.412,3.113888462,,35.25,0.5,15.96394073,9758.309971,323.96,9.829494485,22579,89.09695307,1.64,,8.592673194,22.15
Costa Rica,2013,7.9452,34.2328872,64.06641059,0.013600349,0.78505832,1452.85699,15.25568609,35.08,100,0.151076907,37.8,2.49,23960.23703,1.341229017,21.32516341,99.6,98.80678218,58.43,49.2,8.2,79.403,1.5,93.44,96.63559552,1.021389961,25.314,8.581,3.128678044,,36.40999985,0.5,16.08852062,9886.382749,323.96,11.11977252,24442,89.44686856,1.64,,8.577627003,22.15
Costa Rica,2014,8.056,33.48316243,65.19124205,0.02434995,2.744114486,1226.900636,15.02626501,37.44,100,0.147943435,37.6,2.44,23704.04431,1.387670719,19.84671893,99.4,99.03924799,58.734,48.6,7.9,78.774,1.5,94.51,96.85615906,1.022119999,26.198,8.75,3.1811734,,37.66999817,0.5,16.0509213,10135.39253,323.96,15.91454515,24510,91.13328774,1.64,7.226,9.846647242,22.15
Costa Rica,2015,7.77,32.78906062,60.75356194,0.025566433,3.03102604,1287.108243,16.28657849,39.79,100,0.137663635,38.3,2.29,23453.53025,1.133974483,17.67113423,99.4,99.2586048,57.523,48.4,7.7,79.086,1.5,94.7,97.06901719,1.016720057,25.988,8.585,3.198231118,,35.72999954,0.5,15.78990956,10614.15739,323.96,15.89399117,26186,86.97405403,1.64,7.087,11.37839559,22.15
Costa Rica,2016,8.2435,32.14995368,62.17847818,0.031560706,3.039256145,1253.167668,17.4958279,44.06,99.97998602,0.14016001,34.1,2.17,23217.59738,1.233220833,20.12342026,99.5,99.46580563,54.861,48.7,7.6,79.459,1.4,95.38,97.27468168,1.029410005,27.86,8.564,3.188596686,,36.09999847,0.5,15.84931211,11064.02478,323.96,16.68812936,27364,89.73767819,1.64,7.079,11.68808978,22.15
Costa Rica,2017,8.3908,31.60710796,65.07195374,0.031787197,3.428234089,1278.198116,15.84347651,47.06,99.71706666,0.136969689,33.3,2.04,22999.37495,1.133839555,25.10666763,99.6,99.66176577,55.223,48.3,7.5,79.377,1,96.15,97.47361003,1.041030049,28.416,8.644,3.196677081,,36.65000153,0.5,15.99369586,11203.43429,323.96,14.70956202,27020,91.5228677,1.64,7.0717,12.07487262,22.15
Costa Rica,2018,8.4537,31.16772186,66.94534202,0.016919341,4.254966651,1307.615348,15.7665891,51.84,99.68879337,0.134478623,33.1,1.96,22792.28483,0.945537296,20.58604399,99.7,99.78441801,56.604,48,7.3,79.484,1.4,96.31,97.66630823,1.041360021,27.617,8.723,3.218300046,,37.31999969,0.5,16.20715934,11298.30427,323.96,14.39359272,27709,86.89913595,1.9,7.1674,11.6054527,22.15
Costa Rica,2019,8.2067,30.7267435,65.76053002,0.015625564,3.13541455,1354.829512,16.04506126,56.43,,0.127467879,33.4,2.03,22602.02062,0.759689841,20.51619729,99.7,99.79752937,57.318,48.2,7.2,79.427,1.1,96.88,97.8532217,1.041319966,23.512,8.764,3.462517094,,38.38999939,0.5,16.05039338,11506.44842,323.96,12.85192388,28524,90.34314729,1.9,7.1214,11.07279992,22.15
Costa Rica,2020,7.1803,30.1493183,60.13988625,-0.049344423,0.276382747,1328.585838,15.30868844,66.91,,0.116504299,36.4,2.03,22445.93113,0.90474824,19.65230546,99.9,99.81053657,50.666,49.2,7,79.277,2.2,97.22,98.03480939,1.051570058,24.425,8.804,3.371942025,,38.66999817,0.5,17.00971455,10889.66849,323.96,7.713247413,31341,82.38347257,1.9,7.0694,11.12606515,22.15
Costa Rica,2021,8.0185,29.48566635,70.7816423,0.073882323,0.401096809,1212.902917,16.9215221,67.63,,0.120538875,34.2,1.99,22332.06877,0.763407374,19.29950353,100,99.81186902,52.416,48.7,6.9,77.023,1.2,97.43,98.21146649,,23.486,8.804,4.249878245,416,40.04000092,0.5,15.02412663,11312.3779,323.96,20.88005562,31117.83426,87.12068755,1.9,6.582,11.40870985,22.15
Costa Rica,2022,8.09,28.79554445,82.22753254,0.04103455,0.433877877,1513.24031,,62.99,,0.116319436,,1.91,,,,100,99.81312891,54.527,47.2,6.9,77.32,1,98.13,98.38362155,,22.861,8.804,4.057635911,405,40.97999954,0.5,,,,19.17579283,,89.75893642,1.9,6.6085,,22.15
Costa Rica,2023,8.5733,28.03616088,72.47199908,0.046227539,0.546113205,,,61.12,,0.117273479,,,,,,100,,52.1,46.7,,,0.9,98.72,,,25.991,,1.210302556,,39.91172791,0.5,15.02412663,,,,,,,6.9554,,22.15
Costa Rica,2024,,,,,,,,,,,,,,,,100,,,,,,,,,,,,0.604933348,,,0.5,,,,,,,,,,22.15
República Checa,2008,126.1148,20.00957683,123.9048099,0.017647087,2.591094612,1159.10494,9.457952448,28.2,99.96775735,0.706454074,9,5.26,1266.297806,1.533732458,89.79780922,100,99.84518045,55.933,26.3,3,76.97560976,0,99.84,99.12641134,1.006340027,18.902,12.192,3.450981118,,86.13999939,,25.50955408,12603.34567,325.3851,50.21314836,27906,,1.96,,1.098415843,14.34
República Checa,2009,119.7074,20.16633978,113.0492548,-0.05339174,0.566365773,1251.798361,4.695210227,33.4,99.9680835,0.704359349,10.2,5.19,1259.103847,0.701083426,87.28925026,100,99.85088092,54.768,26.2,2.9,77.07804878,0,99.84,99.12831246,1.006459951,18.745,12.295,3.361124744,513,87.25,,27.44322398,11817.49505,321.2091,31.1686333,27793,91.67381351,1.96,,0.901980615,14.34
República Checa,2010,120.9891,20.5346189,126.7564801,0.024158295,0.446314672,1208.611353,3.706797023,36.7,99.96824658,0.693085921,10.9,5.37,1255.440641,0.965734444,89.47503974,100,99.85659797,54.188,26.6,2.7,77.42439024,0,99.84,99.13020739,1.002349973,18.719,12.385,3.377336352,,87.98999786,2.11506281,27.99030118,11669.93228,329.783,43.3306202,28648,88.92452892,1.96,,0.984256765,14.34
República Checa,2011,118.1129,20.99275825,136.7508555,0.015621862,0.277028272,1174.291375,3.614556517,39.4,99.96840965,0.664826358,12.2,5.08,1252.847728,1.07008711,94.14932346,100,99.86233659,54.351,26.4,2.6,77.87317073,0,99.84,99.13210734,0.999260008,18.052,12.468,3.393517363,,88.40000153,2.739402838,27.71602426,11641.12829,339.2083,41.56139343,28882,88.9738534,1.96,6.35963,0.81933021,14.34
República Checa,2012,114.0232,21.47130798,145.4801954,-0.009094184,-0.031727908,1089.143479,5.054351786,43.8,99.96851952,0.646791128,12.8,5.09,1251.095898,0.640579925,95.78928821,100,99.86818226,54.549,26.1,2.6,78.07560976,0.1,99.85,99.13386713,1.000869989,17.648,12.52,3.400099615,500,88.52999878,2.294637822,27.74252905,11752.96645,346.1972,43.4091241,28934,88.68488565,1.96,,0.998947347,14.34
República Checa,2013,109.5259,21.95278142,145.5022306,-0.00074963,-0.155261023,1072.839971,4.852439715,44.1,99.94347175,0.621540291,13.9,5.09,1250.680979,0.382852117,106.7787037,100,99.87410974,55.154,26.5,2.5,78.17560976,0,99.85,99.13549875,1.004639983,17.161,12.597,3.404248287,,89.16000366,2.045232058,27.66517797,11840.78066,359.2237,44.94160318,28754,86.49543662,1.96,,0.855956542,14.34
República Checa,2014,107.2328,22.43219175,156.4151228,0.021376275,0.707642428,1135.72328,6.278576443,41.5,99.92720102,0.595164641,14.8,4.83,1249.364985,0.345428962,109.1959623,100,99.8800125,55.687,25.9,2.5,78.82439024,0,99.85,99.13663002,1.00285995,17.357,12.638,3.444922817,,89.62999725,2.264297754,26.52707104,12186.01228,358.3165,44.5426051,29360,84.56347386,1.64,6.505,0.770168319,14.34
República Checa,2015,108.2847,22.92317628,154.018401,0.047526241,0.680398931,1123.556839,10.40891939,39.5,99.91786085,0.572608629,14.8,4.59,1246.911287,0.314061907,118.1923116,100,99.88009591,56.425,25.9,2.6,78.57804878,0,99.86,99.13695229,1.007060051,16.77,12.673,3.466664621,508,89.76999664,1.298145764,26.24463856,12903.36809,364.5428,48.31185685,30224,90.31133526,1.64,6.596,0.83620005,14.98
República Checa,2016,109.8082,23.41517818,148.5470047,0.023840543,0.742798735,1165.954068,9.610695432,36.2,99.82828388,0.566055722,14.8,4.43,1244.518912,0.310276297,118.6618074,100,99.8801724,57.551,25.4,2.6,79.02682927,0,99.86,99.13726437,1.007210016,16.558,12.737,3.465947342,,90.23000336,0.688611576,26.09545903,13258.63034,371.966,43.24645283,31291,91.99681474,1.64,6.609,0.617425231,14.98
República Checa,2017,110.375,23.91101888,147.7508349,0.048945502,1.364291168,1081.176132,9.322965513,33.8,99.67485548,0.540989122,14.5,4.39,1241.217326,0.372292875,125.1683652,100,99.88026044,58.478,24.9,2.6,78.97804878,0,99.87,99.13755407,1.006489992,16.291,12.787,3.488967335,,90.58000183,0.708616385,25.91202544,14030.69718,360.7545,35.98330417,32891,89.29002182,1.64,6.7109,0.626702958,15.03
República Checa,2018,109.3389,24.38780299,145.1417179,0.024869877,2.432919331,1141.638394,9.507506015,31.7,99.67721262,0.521160376,14.7,4.26,1237.07329,0.389418621,131.9490257,100,99.88035845,59.203,25,2.5,79.02926829,0,99.87,99.13735342,1.004989982,15.984,12.828,3.512112512,493,90.58125305,0.609214092,26.51678418,14422.6513,362.0995,31.74165588,34633,91.69008812,1.61,6.8521,,15.06
República Checa,2019,103.3032,24.80721899,138.15461,0.03158748,2.91209341,1091.317543,9.81481236,29.6,,0.475438335,15.9,4.07,1232.211412,0.399790319,144.2761704,100,99.88046889,59.164,25.3,2.4,79.22926829,0,99.88,99.13713453,1.007619977,15.984,12.869,3.767323986,,90.66999817,0.885789469,26.29847033,14699.28489,367.7457,30.26262662,36071,,1.61,6.9109,0.920576896,15.06
República Checa,2020,94.3916,25.1209009,128.7804303,-0.055349197,0.365166429,1075.663631,8.581880317,36.9,,0.45876066,17,4.06,1229.218036,0.416571327,150.6247987,100,99.88058826,58.268,26.2,2.3,78.17560976,0,99.88,99.13689651,1.006970048,16.344,12.916,3.692464879,,90.99932861,0.72548911,28.34785198,13849.24668,392.228,22.25799142,35552,96.32299999,1.61,6.9647,0.731177856,15.06
República Checa,2021,99.1481,25.34772408,137.3781163,0.059310697,0.483057888,1065.030661,9.681277057,40.7,,0.463215109,17.2,4.16,1251.692879,0.394999591,158.6681395,100,99.8807193,58.153,26.2,2.2,77.22195122,0,99.89,99.13663696,,16.136,12.916,4.508400257,497,91.43441772,0.640840409,27.99047411,14659.59982,389.5734,28.24846715,36269.70799,93.39818085,1.61,6.9198,0.447161218,15.06
República Checa,2022,99.4325,25.10104828,144.0114941,0.012440947,0.341322719,1068.844844,,42.5,,0.451683609,,3.98,,,,100,99.88085663,58.529,24.9,2.1,79.02926829,0,99.89,99.1363582,,15.678,12.916,4.392025042,487,91.16938782,1.059640851,25.99784052,,391.5965,33.91312869,33475.51974,92.75637511,1.61,6.8452,,15.06
República Checa,2023,90.5128,24.57434809,132.9520932,-0.018504213,0.132676242,,,42.4,,0.41151599,,,,,,100,,58.404,,,,0,99.89,,,14.694,,1.432753849,,,,25.99784052,,,,,,,6.8218,,
República Checa,2024,,,,,,,,,,,,,,,,100,,,,,,0,99.9,,,,,1.504155643,,,,,,,,,,,,,
Alemania,2008,830.3551,21.0158118,76.10141021,0.011024596,1.491641006,368.6155443,13.20923593,64,99.18486098,0.259325745,10.2,3.57,1303.128408,0.305968629,82.3781639,100,99.99999811,54.912,30.8,3.6,79.73658537,0,99.99,99.22296598,0.978049994,14.651,13.756,3.526466137,,80.16000366,,25.28755984,31670.41547,401.5665,52.51630817,52442,92.7977562,1.94,,1.023178729,16.44
Alemania,2009,768.5531,20.93264273,66.11526853,-0.053055282,0.206687901,373.7668511,9.686190014,64.8,99.39215052,0.254115677,10.7,3.53,1306.434506,0.158934709,76.2050309,100,100,54.951,30.5,3.5,79.83658537,0,99.99,99.22356186,0.960330009,13.624,13.828,3.494780895,516,80.62000275,,25.30150784,30308.39362,420.8963,45.48404899,52453,92.7977562,1.94,,0.988178591,16.44
Alemania,2010,815.3784,20.83388239,73.86264077,0.043064411,0.358675314,372.0420443,11.4895435,73,99.4957953,0.258863601,11.6,3.57,1308.437477,0.19552237,95.47567449,100,99.99999981,55.149,30.2,3.5,79.98780488,0.1,99.99,99.22414733,0.961250007,14.041,13.852,3.513543993,,81.12999725,,25.26713356,31501.18165,427.646,47.27613641,52912,92.7977562,1.94,,0.975098829,16.44
Alemania,2011,788.5477,20.60563462,78.40731346,0.056992831,0.410708474,371.2812694,13.60162499,81,99.59944007,0.241278316,12.5,3.26,1332.918376,0.228554942,89.72972227,100,99.99999871,56.551,30.6,3.4,80.43658537,0,99.99,99.22473156,0.960009992,12.701,13.931,3.540425328,,81.72000122,,24.78602441,33322.7554,424.1301,47.87888791,53980,92.7977562,1.94,6.572111,0.906373597,16.44
Alemania,2012,800.4648,20.29785354,79.30048779,0.002858501,0.284927082,373.5832538,12.41194455,78.3,99.44802945,0.243768514,13.6,3.27,1330.418465,0.164856193,97.59250373,100,99.99999933,56.848,31.1,3.4,80.53902439,0,99.99,99.22476235,0.961369991,12.946,13.978,3.538323651,520,82.05000305,,24.85517862,33238.29537,436.8998,45.36498993,54699,92.7977562,1.94,,0.808137139,16.44
Alemania,2013,818.2784,20.06316637,77.56438157,0.001126438,0.236970668,366.7127653,11.92978396,74.5,98.29506796,0.248234613,13.6,3.32,1326.7927,0.125055627,130.1583836,100,99.99999858,57.159,31.5,3.3,80.4902439,0,99.99,99.22479177,0.964460015,12.511,14.01,3.546727586,,82.30999756,,25.23465477,33293.48829,452.6975,44.65588563,55215,92.7977562,1.94,,0.834959673,16.44
Alemania,2014,779.2231,20.01017083,76.83033127,0.01744464,0.978835207,377.098981,13.21413092,71.2,97.84632154,0.231367208,14,3.11,1321.273115,0.097361259,107.5730324,100,100,57.426,30.8,3.3,81.0902439,0,99.99,99.22482477,0.965309978,12.13,14.037,3.576954671,,83,,24.71815081,33969.99919,462.4353,44.33616014,56141,92.7977562,1.94,6.75,0.874676616,16.44
Alemania,2015,785.3872,20.09553885,77.79135676,0.007765077,0.745838554,388.0220978,13.73936794,68.3,95.72529588,0.229406016,14.6,3.08,1309.884187,0.076012009,114.7562087,100,99.99999831,57.438,31.7,3.3,80.64146341,0,99.99,99.22485185,0.966109991,11.818,14.082,3.580835714,524,83.08000183,0.470322603,24.50562152,34656.44191,468.6908,43.97966128,57431,92.7977562,1.78,6.994,0.830965265,16.44
Alemania,2016,789.7138,20.33383638,75.98458751,0.014722926,1.226738739,371.1997574,14.0119419,64,95.95259594,0.22549532,14.2,3.02,1299.35312,0.064220251,143.2773981,100,100,58.523,31.4,3.3,80.9902439,0,99.99,99.22492692,0.963729978,11.427,14.132,3.606809994,,83.01000214,0.179639016,24.22996476,35483.50257,471.558,41.08685139,58311,92.7977562,1.78,6.951,1.169662774,16.44
Alemania,2017,774.9482,20.62399138,77.56663695,0.023328659,1.492665548,367.3254365,14.44947046,60.8,89.15466272,0.215428064,15.2,2.95,1294.506181,0.068263666,129.6380194,100,99.99999885,58.926,31.3,3.2,80.99268293,0.2,99.99,99.22503642,0.957650006,11.257,14.105,3.638529898,,82.98067474,0.659058522,24.13006268,36161.82215,479.5103,41.91078314,58924,92.7977562,1.78,6.9647,0.983971146,16.44
Alemania,2018,747.2145,20.86953764,79.22765969,0.008130174,2.175182699,367.2575699,15.0789925,58.7,89.17435643,0.205424912,16,2.85,1290.621684,0.084765461,135.113527,100,100,59.19,31.9,3.2,80.89268293,0.1,100,99.22519294,0.960990012,11.513,14.077,3.654573141,509,83.45999908,0.596699631,24.04262985,36615.27512,476.7536,41.35026724,59750,92.7977562,1.78,6.985,0.950580714,16.44
Alemania,2019,697.0085,21.11390297,79.13374711,0.007604022,1.797984122,372.4446449,14.6567669,68,,0.189747726,17.1,2.76,1287.714355,0.092626032,142.418659,100,99.99999955,60.006,31.8,3.2,81.29268293,0.2,100,99.22538408,0.965369999,11.41,14.167,3.855611388,,83.570755,0.464722235,24.0018054,36884.95143,499.8144,38.15839039,60732,92.7977562,1.78,7.0758,0.749265098,16.44
Alemania,2020,642.552,21.37128143,72.99325723,-0.041734532,0.094580776,380.9815343,13.18289729,68.1,,0.182392157,18.5,2.69,1286.66281,0.076745398,136.5864191,100,100,58.207,32.4,3.1,81.04146341,0.2,100,99.22561717,0.970099986,10.936,14.256,3.803502405,,83.69999695,0.390838459,25.61820409,35122.90431,518.1475,,60309,92.7977562,1.78,7.1545,0.93844894,16.44
Alemania,2021,677.8039,21.65008993,80.15661805,0.036261287,0.227134894,383.2357585,14.51946951,65,,0.185587553,17.6,2.7,1286.118319,0.077084899,141.5991405,100,100,58.411,,3.1,80.7902439,,100,99.22589221,,10.961,14.256,4.680605373,503,80.94004822,0.746991578,25.47507723,35999.64654,553.5264,32.77231278,60291.24177,92.7977562,1.78,7.0341,0.833247865,16.44
Alemania,2022,659.5018,21.86522994,89.06412737,0.006416091,0.11855386,395.7310976,,62.9,,0.178136318,,2.47,,,,100,99.99999856,59.341,,3,80.70560976,,100,99.22620374,,10.876,14.256,4.523844861,495,80.79699707,1.731841639,24.59892222,,,33.03955283,58940.3278,92.7977562,1.78,6.8918,,16.44
Alemania,2023,582.9506,21.98547362,82.79910645,0.003538845,0.086285944,,,62.8,,0.157879925,,,,,,100,,59.583,,,,,100,,,10.74,,1.462246867,,,,24.59892222,,,,,92.7977562,,6.7185,,16.44
Alemania,2024,,,,,,,,,,,,,,,,100,,,,,,,100,,,,,1.505055765,,,,,,,,,92.7977562,,,,16.44
Dinamarca,2008,50.634,27.87020824,104.4703102,-0.010005594,0.862725879,627.8172144,13.39884601,35.5,97.13967547,0.17204472,18.5,2.76,1092.175816,2.107733046,422.8551745,100,100,62.688,25.2,3.6,78.44634146,0.2,99.89,99.59723902,1.018110037,10.483,12.884,3.603634192,,78.79000092,,26.32240173,42170.63547,428.417,13.49682209,59414,95.03108792,1.99,,,16.06
Dinamarca,2009,48.4431,27.68365287,89.39485666,-0.054815828,-0.022465932,615.1733401,10.80908996,43,96.61934482,0.173217106,19.3,2.8,1086.347419,1.183792143,423.9305007,100,99.99999606,60.267,26.7,3.6,78.59756098,0.3,99.89,99.59723042,1.012380004,9.633,12.471,3.537975269,496,72.66000366,,27.8686982,40191.40266,422.8199,9.494624438,60853,93.74560653,1.99,,,16.06
Dinamarca,2010,48.5566,27.48979614,94.38772823,0.011326694,-0.08008278,615.4566453,13.24207412,46.1,96.35917949,0.170917498,21.2,2.87,1081.532597,1.218069595,351.2100273,100,99.99999778,58.578,27.2,3.5,79.1,0,99.89,99.59723157,1.005749941,9.418,12.426,3.558889421,,72.23000336,0.449126167,29.27580644,41953.98136,452.3412,20.20995581,61537,96.82381581,1.99,,0.756641079,16.06
Dinamarca,2011,43.4875,27.30241047,102.0129305,0.008945264,-0.284188088,648.5841676,14.27705287,50,96.09901417,0.151093903,23.8,2.62,1077.088672,1.635378919,332.4681798,100,99.99999984,58.15,27.3,3.5,79.8,0,99.89,99.59723296,1.005579948,9.056,12.466,3.578472648,,73.12000275,0.409291871,29.43700053,42125.47798,447.9567,24.36967509,61213,96.03697452,1.99,7.85574,0.824961765,16.06
Dinamarca,2012,38.5921,27.08576416,104.3622805,-0.003809771,-0.361707214,632.2848224,12.78013434,48.7,98.95868163,0.134092504,26.9,2.5,1073.043502,1.522098458,395.0611779,100,99.99999536,57.453,27.8,3.5,80.05121951,0,99.89,99.59722775,1.002449989,8.402,12.701,3.592557606,499,76,0.617168983,29.52881352,42321.89259,498.4937,28.01900144,61121,94.3940761,1.99,,0.839141936,16.06
Dinamarca,2013,40.3391,26.8187417,103.6128132,0.009708459,-0.203902703,584.2480803,16.17969097,47.8,85.47423363,0.138237452,27,2.49,1068.579281,1.176083463,289.207345,100,99.99999692,56.884,28.5,3.5,80.3,0.3,99.89,99.59722869,1.00909996,7.736,12.746,3.622036432,,76.55000305,0.778816268,30.02848693,43515.51302,509.4614,25.46821739,61548,95.71654245,1.99,,0.853275007,16.06
Dinamarca,2014,36.2043,26.53700568,103.2108592,0.007657661,1.116617635,573.5521847,17.4316462,48.7,78.75029356,0.122502388,30.2,2.31,1063.174728,0.983209243,298.7662202,100,99.99999811,57.016,28.4,3.5,80.7,0.1,99.88,99.5972294,1.016890049,8.596,12.388,3.669385742,,76.83999634,0.214471854,29.53689521,44851.34473,552.8384,25.16316144,62723,94.99138946,1.99,7.527,1.309583274,16.06
Dinamarca,2015,34.0736,26.27462834,105.1303625,0.013856663,1.099219174,570.051942,17.80546673,44.6,82.83430732,0.112916628,32.5,2.25,1055.690674,0.521484569,371.7158442,100,100,57.467,28.2,3.5,80.70243902,0.2,99.88,99.59723331,1.018450022,9.269,12.638,3.683741891,498,77.75,0.454604952,29.26965984,45798.0298,568.4469,26.89483554,63828,95.53113016,1.99,7.526,1.091973012,16.06
Dinamarca,2016,35.7064,26.09551258,101.4527838,0.022718015,1.03841417,579.8556469,18.60102736,41.7,75.18744118,0.114799722,32,2.23,1047.484205,0.342477975,350.6582464,100,99.9999967,57.96,28.2,3.5,80.85365854,0.2,99.88,99.59722705,1.009670019,8.229,13.163,3.722169955,,78.18000031,0.583745865,28.98151817,46522.54419,697.3796,21.04911313,63894,95.31548406,2.03,7.522,0.981275683,1587
Dinamarca,2017,33.5724,25.98661155,104.2156769,0.023955907,2.094465779,545.2401192,19.77372978,40.2,57.09176238,0.104737419,35,2.18,1040.766837,0.470200712,357.8247964,100,99.99999994,58.116,28.7,3.4,81.10243902,0.1,99.88,99.59722982,1.002879977,8.267,13.012,3.814829922,,75.21484375,0.827792007,28.46774482,47531.42617,707.9941,21.02244251,64281,95.14443642,2.03,7.5553,1.237519248,1587
Dinamarca,2018,33.6544,25.8594686,108.8139855,0.01356196,2.385228025,587.7216022,18.3130434,38.5,56.91445611,0.103076017,34.6,2.13,1035.619083,0.587862612,295.2575168,100,100,58.645,28.2,3.4,80.95365854,0.2,99.88,99.59723317,0.999819994,8.609,12.861,3.803795602,502,79.27999878,0.56856852,28.40351618,48344.72636,681.4474,19.6249699,64765,95.66706308,2.03,7.6001,1.005776975,1587
Dinamarca,2019,30.2022,25.72725897,111.8914751,0.013477925,3.282640844,557.6173867,18.46367584,38.3,,0.090946234,37.2,2.03,1031.916844,0.446224763,351.1956706,100,100,59.245,27.7,3.3,81.45121951,0.2,99.88,99.5972319,0.995649993,8.868,12.911,3.987156108,,76.05384827,0.570094865,28.09254811,48806.24267,748.3281,16.87138636,65222,95.71918978,2.03,7.6456,1.138740325,1587
Dinamarca,2020,27.7967,25.601741,104.4334327,-0.020661383,0.584186267,537.4283205,18.55289048,46.3,,0.085219684,39.5,1.99,1028.911734,0.162332732,334.0505631,100,99.99999671,58.522,27.5,3.2,81.60243902,0.1,99.88,99.59722514,0.996890008,8.647,12.96,3.931632404,,79.31999969,0.856180675,29.1412261,48327.3459,810.2746,16.8919665,66203,94.56998155,2.03,7.6195,0.944102117,1587
Dinamarca,2021,29.3959,25.4395355,111.4140437,0.06917664,0.61630652,557.6968334,20.4259342,40.5,,0.083926997,39.5,1.96,1024.461931,0.338664386,358.7103971,100,99.99999983,59.399,28.3,3.1,81.40487805,0.1,99.89,99.59722775,,9.101,12.96,4.760257355,493,77.07692719,0.707718497,28.53606868,51312.82562,961.5665,20.09880317,66503.04779,94.30384832,2.03,7.6362,0.80283685,1587
Dinamarca,2022,28.1415,25.22897563,131.5431511,0.007436821,0.508877011,590.8181783,,34.1,,0.079126921,,1.83,,,,100,100,60.561,,3.1,81.30487805,,99.89,99.59722924,,7.998,12.96,4.557128988,489,76.80239868,0.930324756,29.07399814,,,11.39579912,64126.65162,97.03063359,2.03,7.5864,,1587
Dinamarca,2023,26.7729,24.97439965,127.7685675,0.017383132,0.533029289,,,33.6,,0.07344614,,,,,,100,,60.408,,,,,99.9,,,7.976,,1.532132617,,,,29.07399814,,,,,,,7.5827,,
Dinamarca,2024,,,,,,,,,,,,,,,,100,,,,,,,99.9,,,,,1.504155643,,,,,,,,,,,,,
